Method Name,Time Used,Path Length
RRT Connect,0.15767545700073243,695.2564885128063
Extended RRT,0.8389264345169067,774.9362525080847
Anytime Repairing A*,1.1102161407470703,783.6021638285566
RRT,1.207982587814331,854.3118871232448
Dijkstra,2.5005338191986084,684.4335495461296
A*,3.2109811305999756,684.43354954613
Bidirectional A*,3.837876081466675,684.4335495461302
Real-time Adaptive A*,4.1836159229278564,4165.712262545295
Breadth First,6.189406394958496,684.4335495461299
