Method Name,Time Used,Path Length
RRT Connect,0.25591990947723386,719.4356538767095
Anytime Repairing A*,1.1418254375457764,783.6021638285566
Extended RRT,1.1458886861801147,809.6056660891826
RRT,1.4099413871765136,779.5636873512808
Dijkstra,2.364973306655884,684.4335495461296
A*,3.008104085922241,684.43354954613
Bidirectional A*,3.5962765216827393,684.4335495461302
Real-time Adaptive A*,4.149040460586548,4165.712262545295
Breadth First,6.146902084350586,684.4335495461299
