Method Name,Time Used,Path Length
RRT Connect,0.21907477378845214,719.9194028208248
Extended RRT,1.0751370429992675,809.1411392310134
Anytime Repairing A*,1.142176628112793,783.6021638285566
RRT,2.2172929286956786,779.4315518998358
Dijkstra,2.5582222938537598,684.4335495461296
A*,3.100346088409424,684.43354954613
Bidirectional A*,3.8170993328094482,684.4335495461302
Real-time Adaptive A*,4.465467691421509,4165.712262545295
Breadth First,6.8248207569122314,684.4335495461299
